anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,sparse_bm25,Where was media day for Super Bowl 50 held?,SAP Center in San Jose.,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",the U.S.
Placeholder,sparse_bm25,Where was the new media day event for Super Bowl 50 held?,SAP Center in San Jose.,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1,",SAP Center in San Jose
Placeholder,sparse_bm25,What is the name of the program that provides contracting work to local companies?,Business Connect,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Business Connect
Placeholder,sparse_bm25,"Which committee made an effort to invite companies owned by people, who are transgender or gay, to take part in contract business associated with Super Bowl 50.",Super Bowl 50 Host Committee,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Super Bowl 50 Host Committee
Placeholder,sparse_bm25,What is the name of the service that gets local businesses contract chances with the Super Bowl?,Business Connect,"For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro",Business Connect
Placeholder,sparse_bm25,What is the name of the Host Committee's charitable initiative?,the 50 fund,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc","the [PERSON] family which had escaped to Poland. The official city name in full is [PERSON] (English: ""The Capital City of Warsaw""). A native or resident of Warsaw is known as a [PERSON] – in Polish [PERSON] (male), warszawianka (female), warszawiacy (plural)"
Placeholder,sparse_bm25,What was the name of the fund setup to help with investing in the community? ,50 fund,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc","[PERSON] (English: ""The Capital City of Warsaw"")."
Placeholder,sparse_bm25,"What is the name of the fund that focuses on youth, community and sustainable environments?",the 50 fund,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",the 50 fund
Placeholder,sparse_bm25,What was the name of the work to give grants for youth development and other things?,50 fund,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created ",the 50 fund
Placeholder,sparse_bm25,Who is the trophy given to the Super Bowl champion named for?,Vince Lombardi,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated,Denver Broncos
Placeholder,sparse_bm25,"Who designed the ""50""?",Tiffany & Co.,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",[PERSON] and [PERSON]
Placeholder,sparse_bm25,Who designed the Vince Lombardi Trophy?,Tiffany & Co.,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) fo",Tiffany & Co
Placeholder,sparse_bm25,What is the name of the trophy given to anyone who plays on the winning team in a Super Bowl?,Vince Lombardi Trophy,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Super Bowl XV
Placeholder,sparse_bm25,"Who is the designer of the ""50?""",Tiffany & Co,"By far the most famous work of [PERSON] art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first [PERSON] of Kent, emplo","Odo, the Bishop of Bayeux and first [PERSON] of Kent"
Placeholder,sparse_bm25,What is the name of the trophy that all Super Bowl winners receive?,the Vince Lombardi Trophy,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) fo",Vince Lombardi Trophy
Placeholder,sparse_bm25,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",[PERSON]
Placeholder,sparse_bm25,"Who, with Jim Nantz, was a member of the game's lead broadcast team?",Phil Simms,"In the United States, the game was televised by CBS, as part of a cycle between the three main broadcast television partners of the NFL. The network's lead broadcast team of [PERSON] and [PERSON] call",[PERSON]
Placeholder,sparse_bm25,Who shared sideline duties with Evan Washburn?,Tracy Wolfson,"A teacher's professional duties may extend beyond formal teaching. Outside of the classroom teachers may accompany students on field trips, supervise study halls, help with the organization of school ",teachers
Placeholder,sparse_bm25,Where was Tracy Wolfson announcing from during the Super Bowl 50 game?,sidelines,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",unanswerable
Placeholder,sparse_bm25,Where was Evan Washburn located while announcing during the game?,sidelines,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin","at the ramparts of the Old Town, commemorates the children who served as messengers and frontline troops in the Warsaw Uprising, while the impressive Warsaw Uprising Monument by [PERSON] was erected in memory of the largest insurrection of World War II."
Placeholder,sparse_bm25,Who were the announcers of Super Bowl 50?,Jim Nantz and Phil Simms,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. [PERSON] (MVP of Super Bowls I and II) and [PERSON] ",[PERSON] (MVP of Super Bowls I and II) and [PERSON] (MVP of Super Bowl V)
Placeholder,sparse_bm25,Who were the Super Bowl 50 sideline announcers?,Tracy Wolfson and Evan Washburn,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldpl",Beyoncé and [PERSON]
Placeholder,sparse_bm25,Who reported on the sideline for ESPN Deportes?,John Sutcliffe,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",[PERSON]
Placeholder,sparse_bm25,Who provided Spanish-language commentary alongside Raul Allegre?,Alvaro Martin,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",[PERSON]
Placeholder,sparse_bm25,Who exclusively broadcast the game in Spanish after reaching an agreement with the NFL and CBS?,ESPN Deportes,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",ESPN Deportes
Placeholder,sparse_bm25,Who was the sideline reporter for ESPN Deportes?,John Sutcliffe.,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",[PERSON]
Placeholder,sparse_bm25,Who were the ESPN Deportes commentators for Super Bowl 50?,Alvaro Martin and Raul Allegre,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-","[PERSON] and [PERSON], and sideline reporter [PERSON]"
Placeholder,sparse_bm25,Who was the ESPN Deportes sideline commentator for Super Bowl 50?,John Sutcliffe.,"On December 28, 2015, ESPN Deportes announced that they had reached an agreement with CBS and the NFL to be the exclusive Spanish-language broadcaster of the game, marking the third dedicated Spanish-",[PERSON]
Placeholder,sparse_bm25,What was the domain name of the site that streamed the Super Bowl 50 game? ,CBSSports.com,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",[PERSON]
